transaction_id,store_id,datetime,customer_id,item_id,quantity,price,total_amount,payment_mode,customer_type
TXN-264505,101,2026-01-23 16:51:05.228613,CUST-0325,8,1,4.39,4.39,UPI,mobile-app
TXN-180474,101,2026-02-12 08:57:05.228613,CUST-0222,71,1,5.92,5.92,Cash,walk-in
TXN-173638,102,2026-03-06 15:03:05.229613,CUST-0196,43,1,3.49,3.49,Cash,mobile-app
TXN-689448,102,2025-12-10 17:05:05.229613,CUST-0021,46,2,5.1,10.2,Card,walk-in
TXN-166777,101,2026-03-09 09:33:05.230613,CUST-0016,32,2,4.18,8.36,Card,mobile-app
TXN-898432,101,2026-01-03 14:48:05.231047,CUST-0127,15,1,3.81,3.81,UPI,walk-in
TXN-625908,102,2026-02-09 18:45:05.231347,CUST-0272,39,2,5.47,10.94,UPI,mobile-app
TXN-617316,101,2026-04-04 11:15:05.231347,CUST-0119,36,1,5.6,5.6,UPI,mobile-app
TXN-216272,102,2025-12-31 18:30:05.232348,CUST-0406,46,2,5.97,11.94,Cash,mobile-app
TXN-242354,103,2025-12-18 16:46:05.232348,CUST-0178,68,1,4.22,4.22,UPI,mobile-app
TXN-124862,101,2025-12-24 10:55:05.232348,CUST-0395,21,1,5.28,5.28,Card,mobile-app
TXN-359697,102,2025-12-18 11:13:05.233348,CUST-0394,70,2,4.43,8.86,Card,walk-in
TXN-936350,102,2025-12-18 12:34:05.233348,CUST-0285,27,1,4.2,4.2,Card,mobile-app
TXN-359487,102,2025-10-10 12:40:05.233348,CUST-0389,19,1,2.75,2.75,Cash,walk-in
TXN-835417,103,2026-02-18 18:15:05.234346,CUST-0025,33,2,6.01,12.02,Cash,mobile-app
TXN-890266,101,2025-10-19 09:27:05.234346,CUST-0063,38,1,4.07,4.07,Card,walk-in
TXN-674443,103,2026-03-19 09:24:05.234346,CUST-0323,63,2,4.22,8.44,Card,walk-in
TXN-600564,103,2025-11-27 12:36:05.235346,CUST-0001,67,2,2.82,5.64,UPI,mobile-app
TXN-136290,103,2026-03-08 12:37:05.235346,CUST-0215,62,2,5.72,11.44,Cash,walk-in
TXN-918622,102,2025-11-27 09:54:05.235346,CUST-0155,77,1,4.4,4.4,Cash,walk-in
TXN-510823,101,2025-11-15 14:42:05.236346,CUST-0152,25,2,5.01,10.02,Card,mobile-app
TXN-806748,102,2025-11-30 11:08:05.236346,CUST-0057,5,2,3.58,7.16,Card,mobile-app
TXN-591646,102,2025-12-27 18:49:05.236346,CUST-0246,46,1,5.73,5.73,Cash,mobile-app
TXN-412090,103,2026-03-19 12:52:05.237347,CUST-0065,17,1,5.46,5.46,Card,mobile-app
TXN-177493,103,2025-11-06 11:48:05.237347,CUST-0141,47,3,5.14,15.42,Cash,mobile-app
TXN-777572,103,2026-04-03 15:04:05.237347,CUST-0057,31,1,3.27,3.27,UPI,walk-in
TXN-106782,101,2026-03-17 14:30:05.238345,CUST-0243,32,2,5.21,10.42,UPI,walk-in
TXN-456524,101,2026-01-28 12:58:05.238345,CUST-0307,47,1,4.93,4.93,UPI,walk-in
TXN-431916,102,2025-11-24 13:05:05.238345,CUST-0218,67,2,3.43,6.86,UPI,walk-in
TXN-582226,101,2025-10-18 12:45:05.239345,CUST-0297,74,3,4.33,12.99,Card,mobile-app
TXN-369413,102,2026-01-01 10:26:05.239345,CUST-0303,26,1,4.51,4.51,UPI,walk-in
TXN-970163,101,2026-03-05 17:06:05.239345,CUST-0286,3,2,5.23,10.46,UPI,walk-in
TXN-604564,103,2026-02-09 17:07:05.240345,CUST-0455,1,3,4.13,12.39,Cash,walk-in
TXN-695454,103,2025-11-02 11:32:05.240345,CUST-0460,9,3,4.83,14.49,Card,walk-in
TXN-758462,103,2026-03-15 18:39:05.240345,CUST-0380,35,1,5.93,5.93,Card,walk-in
TXN-261738,101,2025-11-10 10:13:05.241345,CUST-0344,29,1,5.78,5.78,UPI,walk-in
TXN-760461,103,2025-11-17 18:20:05.241345,CUST-0184,11,2,5.4,10.8,Cash,walk-in
TXN-137984,101,2025-12-04 12:38:05.241345,CUST-0099,23,1,4.79,4.79,UPI,walk-in
TXN-850610,101,2025-10-24 10:52:05.242345,CUST-0115,43,1,4.63,4.63,UPI,mobile-app
TXN-377466,102,2026-03-08 12:45:05.242345,CUST-0025,1,2,5.5,11.0,Cash,mobile-app
TXN-441214,102,2026-02-13 16:25:05.242345,CUST-0490,32,3,3.93,11.79,Card,walk-in
TXN-385660,101,2025-12-14 10:50:05.242345,CUST-0095,40,1,5.18,5.18,Cash,mobile-app
TXN-963920,101,2026-02-06 13:07:05.243348,CUST-0176,6,1,4.59,4.59,UPI,mobile-app
TXN-999982,102,2026-01-22 16:40:05.243348,CUST-0016,75,1,5.49,5.49,Card,walk-in
TXN-565510,103,2026-03-25 19:01:05.243348,CUST-0482,4,2,4.94,9.88,Cash,mobile-app
TXN-885124,103,2026-03-06 14:35:05.244347,CUST-0243,21,1,5.39,5.39,UPI,walk-in
TXN-960679,101,2025-10-26 12:34:05.244347,CUST-0130,58,1,3.62,3.62,UPI,walk-in
TXN-416925,102,2025-12-31 11:52:05.244347,CUST-0044,11,2,4.38,8.76,Cash,mobile-app
TXN-677982,103,2025-10-15 19:07:05.245346,CUST-0409,50,1,3.3,3.3,Card,mobile-app
TXN-394039,102,2025-11-24 18:34:05.245346,CUST-0495,67,1,3.42,3.42,UPI,walk-in
TXN-609896,103,2026-02-19 19:06:05.245346,CUST-0142,44,1,4.02,4.02,Cash,mobile-app
TXN-146422,101,2025-11-14 14:52:05.246345,CUST-0118,31,3,4.38,13.14,Cash,walk-in
TXN-108808,102,2026-01-15 12:52:05.246345,CUST-0437,47,2,4.45,8.9,Cash,walk-in
TXN-592437,103,2026-01-08 13:02:05.247348,CUST-0438,16,3,5.25,15.75,UPI,mobile-app
TXN-976315,101,2026-01-01 16:58:05.247533,CUST-0290,21,2,5.48,10.96,Card,mobile-app
TXN-396303,103,2026-02-07 17:08:05.247533,CUST-0029,60,3,4.38,13.14,UPI,mobile-app
TXN-837292,103,2025-11-10 11:16:05.247533,CUST-0260,73,1,6.04,6.04,Cash,mobile-app
TXN-544386,101,2026-01-13 18:33:05.247533,CUST-0215,62,2,6.43,12.86,Card,walk-in
TXN-815433,102,2026-04-02 14:46:05.247533,CUST-0458,39,2,5.03,10.06,UPI,mobile-app
TXN-633658,103,2026-02-27 10:03:05.247533,CUST-0428,38,1,5.71,5.71,UPI,walk-in
TXN-520602,102,2025-12-29 18:31:05.247533,CUST-0243,65,1,3.81,3.81,UPI,walk-in
TXN-192232,102,2026-02-02 15:07:05.247533,CUST-0062,58,2,2.86,5.72,Card,mobile-app
TXN-318532,102,2025-12-27 10:24:05.247533,CUST-0375,1,1,5.39,5.39,Cash,walk-in
TXN-702852,103,2025-12-03 12:01:05.247533,CUST-0030,8,1,5.47,5.47,Cash,mobile-app
TXN-867495,101,2026-03-31 09:12:05.247533,CUST-0179,64,1,2.72,2.72,Cash,mobile-app
TXN-171490,101,2026-04-03 08:50:05.247533,CUST-0308,26,3,3.17,9.51,UPI,walk-in
TXN-299718,101,2026-01-08 08:41:05.247533,CUST-0150,2,1,3.9,3.9,Card,walk-in
TXN-405616,101,2026-01-18 18:26:05.247533,CUST-0286,42,2,6.24,12.48,Card,mobile-app
TXN-354068,103,2025-11-17 10:47:05.247533,CUST-0065,11,3,5.93,17.79,Card,mobile-app
TXN-782620,101,2026-02-14 09:54:05.247533,CUST-0355,75,1,4.04,4.04,Card,mobile-app
TXN-344455,103,2026-03-19 10:14:05.247533,CUST-0460,34,2,5.51,11.02,Cash,mobile-app
TXN-628144,101,2026-01-02 09:55:05.247533,CUST-0349,75,1,4.18,4.18,Cash,walk-in
TXN-298344,101,2026-02-14 09:05:05.247533,CUST-0449,77,1,3.99,3.99,UPI,walk-in
TXN-684885,102,2026-02-28 17:08:05.247533,CUST-0283,59,2,4.31,8.62,UPI,mobile-app
TXN-875167,103,2025-12-07 18:26:05.247533,CUST-0107,31,2,3.8,7.6,UPI,walk-in
TXN-711069,103,2026-01-15 12:44:05.247533,CUST-0169,12,1,5.4,5.4,Cash,mobile-app
TXN-871461,102,2025-10-30 18:16:05.247533,CUST-0301,56,1,3.72,3.72,Card,walk-in
TXN-563539,103,2026-02-08 11:57:05.247533,CUST-0012,11,1,5.18,5.18,UPI,walk-in
TXN-390347,102,2026-03-22 09:20:05.247533,CUST-0007,42,2,6.54,13.08,Card,mobile-app
TXN-240489,101,2026-02-15 18:38:05.247533,CUST-0317,76,1,3.7,3.7,Cash,walk-in
TXN-386532,102,2025-12-01 09:22:05.247533,CUST-0475,17,3,4.8,14.4,Cash,mobile-app
TXN-732191,102,2025-12-25 09:42:05.247533,CUST-0086,32,1,4.21,4.21,Cash,walk-in
TXN-847345,101,2025-10-11 14:34:05.247533,CUST-0407,28,1,3.96,3.96,UPI,mobile-app
TXN-557504,102,2026-02-17 13:01:05.247533,CUST-0112,49,1,4.76,4.76,Card,walk-in
TXN-522940,102,2025-12-30 11:48:05.247533,CUST-0375,77,1,4.02,4.02,UPI,mobile-app
TXN-756108,102,2025-10-13 09:29:05.247533,CUST-0033,55,3,2.85,8.55,Cash,walk-in
TXN-977763,101,2025-11-27 11:10:05.247533,CUST-0105,16,1,4.74,4.74,UPI,mobile-app
TXN-887000,103,2026-02-12 11:43:05.247533,CUST-0314,27,1,4.2,4.2,Card,walk-in
TXN-539026,102,2025-10-23 10:52:05.247533,CUST-0110,15,2,4.65,9.3,Card,walk-in
TXN-117530,103,2025-10-24 12:18:05.247533,CUST-0053,3,1,6.25,6.25,UPI,mobile-app
TXN-198994,101,2025-11-20 11:03:05.247533,CUST-0099,32,1,5.16,5.16,Cash,mobile-app
TXN-762458,101,2025-10-25 18:39:05.247533,CUST-0125,24,2,5.35,10.7,UPI,walk-in
TXN-734371,101,2026-01-02 16:35:05.247533,CUST-0177,67,1,3.26,3.26,UPI,walk-in
TXN-297191,103,2026-02-09 14:49:05.247533,CUST-0149,66,3,4.44,13.32,Card,walk-in
TXN-392834,103,2025-12-05 10:24:05.247533,CUST-0277,59,2,3.99,7.98,Cash,mobile-app
TXN-585828,101,2026-03-28 18:56:05.247533,CUST-0443,23,1,5.17,5.17,Card,mobile-app
TXN-783767,102,2026-01-23 18:13:05.247533,CUST-0429,16,2,6.69,13.38,UPI,mobile-app
TXN-677649,101,2025-12-10 11:35:05.247533,CUST-0095,24,2,5.56,11.12,Card,walk-in
TXN-962026,101,2026-02-28 16:21:05.247533,CUST-0270,67,1,3.22,3.22,Cash,mobile-app
TXN-886081,102,2026-04-05 08:39:05.247533,CUST-0498,36,3,4.76,14.28,Cash,walk-in
TXN-563945,101,2026-03-04 10:56:05.247533,CUST-0113,73,1,4.38,4.38,UPI,mobile-app
TXN-996347,101,2025-11-23 09:16:05.263161,CUST-0488,49,1,4.87,4.87,Card,mobile-app
TXN-454329,103,2026-02-26 11:38:05.263161,CUST-0058,36,1,5.66,5.66,UPI,mobile-app
TXN-941026,103,2025-10-29 16:46:05.263161,CUST-0143,61,1,5.44,5.44,Cash,walk-in
TXN-601358,101,2025-11-18 10:26:05.263161,CUST-0417,1,2,4.58,9.16,Cash,walk-in
TXN-280714,102,2026-01-25 09:14:05.264712,CUST-0184,33,2,4.89,9.78,Card,mobile-app
TXN-302027,103,2026-04-05 09:18:05.264712,CUST-0138,47,1,4.54,4.54,Card,mobile-app
TXN-974975,101,2026-02-28 18:29:05.264712,CUST-0135,67,3,2.36,7.08,Card,mobile-app
TXN-283081,102,2026-02-28 08:14:05.265715,CUST-0001,18,1,6.2,6.2,Cash,mobile-app
TXN-630864,102,2026-03-02 11:23:05.265715,CUST-0395,47,1,5.78,5.78,Card,walk-in
TXN-660251,102,2025-10-25 12:29:05.265715,CUST-0123,53,2,3.5,7.0,UPI,mobile-app
TXN-131575,101,2025-11-05 09:46:05.266713,CUST-0316,7,2,4.96,9.92,Cash,walk-in
TXN-338357,103,2025-10-27 10:56:05.266713,CUST-0169,77,1,5.08,5.08,UPI,walk-in
TXN-834335,102,2026-03-30 16:39:05.266713,CUST-0334,7,1,5.79,5.79,Card,mobile-app
TXN-127433,101,2026-02-27 18:39:05.267713,CUST-0137,55,3,3.88,11.64,Cash,walk-in
TXN-645616,103,2026-01-03 10:59:05.267713,CUST-0499,56,1,2.97,2.97,UPI,walk-in
TXN-719308,101,2025-11-29 11:52:05.267713,CUST-0046,30,1,4.52,4.52,Cash,walk-in
TXN-981309,101,2025-10-27 09:51:05.268714,CUST-0045,17,1,6.08,6.08,Card,mobile-app
TXN-395536,101,2025-12-14 18:24:05.268714,CUST-0041,50,1,3.51,3.51,UPI,mobile-app
TXN-816146,103,2026-03-07 08:38:05.268714,CUST-0468,4,2,6.19,12.38,UPI,walk-in
TXN-206295,101,2026-03-17 09:43:05.269712,CUST-0231,40,2,5.77,11.54,Cash,mobile-app
TXN-535730,103,2026-02-25 18:31:05.269712,CUST-0239,28,1,4.79,4.79,UPI,walk-in
TXN-475513,101,2025-10-28 11:31:05.269712,CUST-0143,67,2,3.18,6.36,UPI,mobile-app
TXN-772336,102,2025-11-04 14:17:05.270714,CUST-0309,20,1,4.58,4.58,Card,mobile-app
TXN-978987,101,2026-03-27 08:47:05.270714,CUST-0024,71,2,5.79,11.58,UPI,mobile-app
TXN-240965,102,2025-10-26 12:09:05.270714,CUST-0276,20,1,4.18,4.18,Card,mobile-app
TXN-752497,103,2026-02-26 09:03:05.270714,CUST-0180,65,1,5.2,5.2,UPI,mobile-app
TXN-928049,101,2025-11-09 16:24:05.271712,CUST-0037,18,1,4.74,4.74,Card,mobile-app
TXN-846466,103,2025-12-18 19:02:05.271712,CUST-0253,6,3,5.6,16.8,UPI,mobile-app
TXN-444286,101,2026-03-03 09:00:05.271712,CUST-0428,7,1,5.17,5.17,UPI,mobile-app
TXN-451292,101,2025-12-09 10:01:05.272712,CUST-0134,16,1,5.38,5.38,Cash,mobile-app
TXN-200338,103,2026-03-27 12:26:05.272712,CUST-0266,7,1,4.69,4.69,Card,walk-in
TXN-790534,103,2025-11-27 11:43:05.272712,CUST-0493,47,1,5.39,5.39,Card,walk-in
TXN-308664,102,2026-01-09 09:39:05.273714,CUST-0012,69,1,6.49,6.49,UPI,walk-in
TXN-569170,102,2026-03-03 18:39:05.273714,CUST-0158,40,1,4.98,4.98,UPI,mobile-app
TXN-571282,102,2025-12-02 15:10:05.273714,CUST-0219,22,3,6.75,20.25,Card,mobile-app
TXN-735068,103,2026-04-05 09:16:05.274714,CUST-0300,36,3,5.27,15.81,UPI,mobile-app
TXN-408017,102,2025-11-12 10:49:05.274714,CUST-0406,59,3,5.54,16.62,Card,mobile-app
TXN-651367,102,2025-12-02 14:55:05.274714,CUST-0159,55,2,4.4,8.8,Cash,mobile-app
TXN-324969,101,2025-10-14 11:06:05.275713,CUST-0353,46,1,4.92,4.92,Card,mobile-app
TXN-213684,103,2026-01-02 09:14:05.275713,CUST-0296,73,2,5.48,10.96,Card,mobile-app
TXN-775891,103,2026-01-21 12:05:05.276713,CUST-0128,11,2,4.18,8.36,Card,mobile-app
TXN-104174,101,2026-02-15 18:19:05.276713,CUST-0191,76,2,5.02,10.04,Cash,walk-in
TXN-345418,101,2025-11-16 08:20:05.276713,CUST-0354,60,1,4.83,4.83,Cash,walk-in
TXN-897908,103,2026-01-24 19:10:05.276713,CUST-0378,11,1,5.99,5.99,UPI,walk-in
TXN-350347,102,2025-11-09 11:09:05.277712,CUST-0479,31,1,3.8,3.8,Cash,walk-in
TXN-451393,102,2026-02-06 18:53:05.277712,CUST-0308,10,1,5.13,5.13,Cash,mobile-app
TXN-557445,101,2026-03-01 13:02:05.277712,CUST-0142,59,1,5.6,5.6,UPI,walk-in
TXN-292983,101,2026-01-03 12:51:05.278713,CUST-0327,21,3,5.19,15.57,Card,mobile-app
TXN-338999,103,2026-02-16 18:50:05.278713,CUST-0024,72,1,5.5,5.5,Cash,walk-in
TXN-955789,103,2026-03-19 14:52:05.278713,CUST-0128,54,1,3.91,3.91,Card,walk-in
TXN-136711,103,2026-04-07 10:42:05.279714,CUST-0429,9,1,4.06,4.06,Card,walk-in
TXN-823563,101,2025-12-01 09:56:05.279714,CUST-0373,77,3,3.93,11.79,Card,mobile-app
TXN-293516,103,2025-10-18 17:10:05.279714,CUST-0455,20,3,4.88,14.64,Card,walk-in
TXN-723882,101,2025-11-02 11:00:05.281019,CUST-0477,46,3,5.59,16.77,UPI,walk-in
TXN-335371,101,2025-12-09 09:08:05.281284,CUST-0129,6,1,5.49,5.49,Card,walk-in
TXN-844739,101,2025-12-12 08:56:05.281284,CUST-0314,11,3,5.88,17.64,UPI,walk-in
TXN-418979,102,2025-11-04 12:34:05.281284,CUST-0150,71,1,4.65,4.65,Card,mobile-app
TXN-110194,103,2026-02-17 13:03:05.282287,CUST-0002,72,1,5.38,5.38,Card,walk-in
TXN-237224,103,2025-10-22 08:51:05.282287,CUST-0275,16,1,5.14,5.14,Cash,walk-in
TXN-252755,102,2026-01-05 15:11:05.282287,CUST-0160,58,1,2.94,2.94,Card,mobile-app
TXN-487247,101,2026-02-23 18:25:05.283338,CUST-0241,15,1,3.75,3.75,UPI,mobile-app
TXN-323221,102,2026-02-21 12:19:05.283338,CUST-0461,39,2,5.44,10.88,UPI,mobile-app
TXN-151923,101,2026-03-06 16:13:05.284329,CUST-0002,25,1,5.19,5.19,Card,walk-in
TXN-274720,103,2026-04-01 09:29:05.284329,CUST-0179,75,1,3.98,3.98,Cash,mobile-app
TXN-510754,101,2025-11-14 18:45:05.284329,CUST-0195,59,2,4.81,9.62,Card,mobile-app
TXN-294329,102,2026-01-18 19:10:05.285288,CUST-0324,70,2,5.45,10.9,Card,walk-in
TXN-887449,103,2026-03-29 12:44:05.285288,CUST-0263,19,1,2.56,2.56,Card,mobile-app
TXN-768170,101,2025-10-17 10:03:05.285288,CUST-0426,55,2,4.18,8.36,UPI,mobile-app
TXN-145676,102,2025-11-25 09:43:05.285288,CUST-0224,49,3,5.32,15.96,Cash,walk-in
TXN-513737,101,2026-02-15 10:01:05.286336,CUST-0398,42,1,6.34,6.34,Cash,walk-in
TXN-547951,101,2025-12-21 12:30:05.286336,CUST-0316,21,2,4.41,8.82,Card,walk-in
TXN-697960,101,2026-03-17 16:33:05.286336,CUST-0367,53,2,3.96,7.92,UPI,walk-in
TXN-946381,101,2025-10-31 12:08:05.287332,CUST-0344,55,1,4.31,4.31,UPI,walk-in
TXN-644421,101,2025-12-06 09:58:05.287332,CUST-0454,77,3,4.9,14.7,Card,walk-in
TXN-656917,102,2025-10-15 09:47:05.287332,CUST-0011,15,2,4.2,8.4,Card,walk-in
TXN-404504,101,2026-02-28 11:50:05.288326,CUST-0318,49,1,4.99,4.99,Card,mobile-app
TXN-893502,101,2026-01-04 14:29:05.288326,CUST-0436,24,2,4.46,8.92,UPI,walk-in
TXN-194495,103,2026-03-02 11:18:05.288326,CUST-0002,49,1,5.1,5.1,UPI,mobile-app
TXN-807970,102,2026-03-23 18:56:05.289286,CUST-0208,10,2,4.37,8.74,Cash,mobile-app
TXN-229053,103,2025-12-04 13:10:05.289286,CUST-0067,7,1,6.11,6.11,Cash,walk-in
TXN-203414,103,2025-11-24 15:02:05.289286,CUST-0488,27,3,4.86,14.58,Cash,mobile-app
TXN-792007,103,2025-12-26 08:29:05.290330,CUST-0330,67,1,3.12,3.12,Cash,walk-in
TXN-611732,101,2026-02-05 14:34:05.290330,CUST-0408,37,1,5.2,5.2,Cash,mobile-app
TXN-551550,103,2026-01-31 12:19:05.290330,CUST-0030,66,1,3.86,3.86,Cash,mobile-app
TXN-837528,103,2025-12-13 11:36:05.291326,CUST-0265,38,1,5.39,5.39,UPI,mobile-app
TXN-184345,101,2026-02-25 12:24:05.291326,CUST-0440,33,3,5.42,16.26,UPI,mobile-app
TXN-115493,103,2025-11-01 08:39:05.291326,CUST-0106,74,1,4.94,4.94,Cash,mobile-app
TXN-506196,103,2026-03-01 09:55:05.292286,CUST-0241,3,3,6.12,18.36,UPI,walk-in
TXN-521870,102,2026-04-01 11:48:05.292286,CUST-0441,52,2,2.95,5.9,Cash,mobile-app
TXN-681514,103,2025-10-16 18:45:05.292286,CUST-0267,16,2,5.15,10.3,Cash,mobile-app
TXN-940366,103,2026-01-19 11:03:05.293328,CUST-0411,14,2,4.98,9.96,Card,walk-in
TXN-193060,101,2026-02-14 13:12:05.293328,CUST-0313,50,2,3.51,7.02,Cash,walk-in
TXN-431433,103,2026-03-20 11:06:05.293328,CUST-0228,6,2,4.61,9.22,Cash,mobile-app
TXN-100313,102,2026-01-30 14:41:05.294327,CUST-0115,37,2,5.07,10.14,Card,mobile-app
TXN-982519,101,2025-12-11 11:29:05.294327,CUST-0269,66,1,5.56,5.56,UPI,walk-in
TXN-448621,101,2026-02-01 18:20:05.294327,CUST-0040,53,1,3.71,3.71,UPI,mobile-app
TXN-645408,102,2026-03-30 16:26:05.295326,CUST-0215,64,2,4.1,8.2,UPI,mobile-app
TXN-336285,103,2025-10-25 19:04:05.295326,CUST-0114,68,2,4.67,9.34,UPI,mobile-app
TXN-878411,101,2025-12-27 18:33:05.295326,CUST-0462,15,1,3.83,3.83,Cash,mobile-app
TXN-885407,102,2025-11-12 09:27:05.296332,CUST-0043,53,2,4.04,8.08,Cash,mobile-app
TXN-322044,103,2026-04-04 08:43:05.296332,CUST-0237,37,2,4.28,8.56,Card,mobile-app
TXN-808439,102,2025-12-21 14:14:05.296332,CUST-0279,22,1,6.14,6.14,Card,walk-in
TXN-386495,102,2026-01-04 13:07:05.297341,CUST-0049,17,3,5.05,15.15,Card,mobile-app
TXN-568227,101,2026-02-18 13:05:05.297579,CUST-0370,39,3,4.86,14.58,Cash,walk-in
TXN-617053,102,2026-01-07 17:11:05.297579,CUST-0071,56,1,3.31,3.31,UPI,walk-in
TXN-660542,101,2025-11-02 09:47:05.297579,CUST-0292,21,2,4.38,8.76,UPI,mobile-app
TXN-329276,103,2026-03-11 19:03:05.297579,CUST-0162,53,1,2.85,2.85,Card,walk-in
TXN-341042,102,2026-02-02 10:10:05.297579,CUST-0041,44,1,4.32,4.32,Card,mobile-app
TXN-717252,101,2025-11-28 14:37:05.297579,CUST-0067,61,1,4.13,4.13,Card,walk-in
TXN-191164,102,2026-01-01 14:21:05.297579,CUST-0499,35,2,6.4,12.8,UPI,mobile-app
TXN-128604,103,2025-10-27 09:14:05.297579,CUST-0164,35,3,4.87,14.61,Card,mobile-app
TXN-150910,102,2026-03-16 16:40:05.297579,CUST-0352,4,1,6.36,6.36,UPI,mobile-app
TXN-378704,103,2026-01-04 11:21:05.297579,CUST-0116,3,3,5.23,15.69,Cash,walk-in
TXN-273994,101,2026-01-03 08:28:05.297579,CUST-0461,47,1,4.87,4.87,UPI,mobile-app
TXN-436217,103,2025-11-24 08:56:05.297579,CUST-0215,1,1,5.73,5.73,Card,mobile-app
TXN-843557,102,2026-02-17 14:44:05.297579,CUST-0104,48,1,5.53,5.53,UPI,walk-in
TXN-776480,102,2025-11-11 09:29:05.297579,CUST-0231,41,2,5.42,10.84,Cash,walk-in
TXN-563154,103,2025-12-13 09:14:05.297579,CUST-0416,55,1,2.96,2.96,Cash,mobile-app
TXN-669786,103,2025-11-05 13:09:05.297579,CUST-0360,35,1,5.94,5.94,Cash,walk-in
TXN-571592,101,2026-03-05 18:23:05.297579,CUST-0180,27,1,5.13,5.13,Cash,mobile-app
TXN-435754,102,2025-11-26 10:23:05.297579,CUST-0208,33,2,4.38,8.76,Card,walk-in
TXN-532899,103,2025-12-15 14:34:05.297579,CUST-0037,32,1,3.48,3.48,Cash,walk-in
TXN-261472,101,2025-11-01 19:01:05.297579,CUST-0005,66,2,4.44,8.88,Card,walk-in
TXN-169683,103,2026-03-20 16:27:05.297579,CUST-0188,46,1,5.17,5.17,Card,walk-in
TXN-253080,102,2025-12-09 08:33:05.297579,CUST-0495,37,1,5.22,5.22,UPI,walk-in
TXN-865648,102,2026-01-22 12:37:05.297579,CUST-0217,22,1,6.5,6.5,Card,mobile-app
TXN-122778,103,2026-02-17 18:55:05.297579,CUST-0489,69,2,5.9,11.8,Card,mobile-app
TXN-295464,103,2025-11-23 10:21:05.297579,CUST-0194,73,2,5.07,10.14,Card,mobile-app
TXN-612419,101,2026-02-14 10:39:05.297579,CUST-0470,54,2,2.97,5.94,Card,walk-in
TXN-413163,101,2025-11-15 08:26:05.297579,CUST-0221,77,2,4.13,8.26,Cash,walk-in
TXN-921044,103,2026-02-09 16:40:05.297579,CUST-0352,55,2,4.5,9.0,Card,mobile-app
TXN-671084,103,2025-11-23 08:17:05.297579,CUST-0040,14,1,5.97,5.97,Cash,mobile-app
TXN-710770,102,2025-10-14 14:42:05.297579,CUST-0214,52,1,3.27,3.27,UPI,mobile-app
TXN-914050,103,2025-11-04 12:02:05.297579,CUST-0053,15,3,5.05,15.15,UPI,walk-in
TXN-170615,103,2026-03-13 10:22:05.297579,CUST-0279,1,1,4.81,4.81,UPI,walk-in
TXN-250511,102,2026-03-26 14:54:05.297579,CUST-0146,47,1,5.61,5.61,Card,mobile-app
TXN-309112,103,2025-10-16 08:49:05.297579,CUST-0217,28,2,5.04,10.08,Card,walk-in
TXN-340392,103,2025-10-24 09:12:05.297579,CUST-0419,24,1,6.07,6.07,UPI,mobile-app
TXN-515104,102,2025-11-26 15:06:05.297579,CUST-0166,32,2,3.84,7.68,Cash,mobile-app
TXN-727437,102,2025-10-22 18:24:05.297579,CUST-0225,34,3,5.44,16.32,Cash,walk-in
TXN-533534,101,2026-01-12 12:13:05.297579,CUST-0426,2,2,5.24,10.48,Card,walk-in
TXN-475061,101,2026-01-21 12:32:05.297579,CUST-0050,13,2,4.01,8.02,UPI,mobile-app
TXN-271591,102,2025-12-24 14:34:05.297579,CUST-0151,53,3,3.54,10.62,Card,mobile-app
TXN-780185,103,2026-02-02 09:16:05.297579,CUST-0373,70,3,5.83,17.49,Cash,walk-in
TXN-968476,103,2025-11-08 08:20:05.297579,CUST-0312,47,3,4.74,14.22,UPI,walk-in
TXN-252417,102,2026-03-12 08:26:05.297579,CUST-0002,65,2,4.18,8.36,UPI,walk-in
TXN-397400,101,2025-10-30 19:10:05.297579,CUST-0282,74,2,6.03,12.06,UPI,walk-in
TXN-664905,102,2026-04-02 11:01:05.297579,CUST-0120,36,3,5.77,17.31,Cash,walk-in
TXN-363156,101,2026-03-08 18:16:05.297579,CUST-0323,31,1,2.57,2.57,Cash,walk-in
TXN-930718,101,2025-11-14 11:08:05.297579,CUST-0303,74,3,5.98,17.94,Card,walk-in
TXN-576436,102,2026-01-07 09:39:05.313248,CUST-0375,44,2,5.8,11.6,UPI,walk-in
TXN-530818,103,2025-12-19 11:44:05.313248,CUST-0273,61,1,5.66,5.66,UPI,mobile-app
TXN-188731,103,2026-01-18 11:15:05.314343,CUST-0073,65,2,5.45,10.9,UPI,mobile-app
TXN-229264,102,2026-02-08 14:31:05.314752,CUST-0004,44,3,5.52,16.56,Cash,mobile-app
TXN-204502,101,2025-12-08 18:49:05.314752,CUST-0341,14,2,4.35,8.7,Card,walk-in
TXN-870879,101,2025-12-04 09:57:05.314752,CUST-0190,56,2,3.82,7.64,Cash,mobile-app
TXN-271450,102,2026-01-12 10:07:05.315795,CUST-0127,53,1,4.4,4.4,UPI,mobile-app
TXN-677594,101,2025-12-21 11:58:05.315795,CUST-0043,14,3,6.25,18.75,UPI,walk-in
TXN-723795,101,2025-12-25 12:32:05.315795,CUST-0025,53,1,3.22,3.22,UPI,walk-in
TXN-645425,101,2026-01-30 18:23:05.316753,CUST-0055,14,1,4.75,4.75,UPI,walk-in
TXN-589622,102,2025-11-02 12:01:05.316753,CUST-0030,3,2,5.57,11.14,Card,mobile-app
